val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9
243,712,363,707,390,823,696,964,366,91,1,7,2,6,4,8,5,9,3,0
299,724,211,715,851,485,182,857,798,228,3,6,1,5,8,4,0,9,7,2
115,30,365,175,340,58,374,178,755,909,2,0,6,3,5,1,7,4,8,9
205,486,764,620,349,156,941,86,809,685,2,4,7,5,3,1,9,0,8,6
402,100,197,725,230,604,913,630,721,175,4,0,2,8,3,5,9,6,7,1
494,244,992,628,324,689,369,772,876,204,4,1,9,5,2,6,3,7,8,0
697,500,316,255,155,664,378,936,91,946,7,5,3,2,1,6,4,8,0,9
806,484,67,127,494,380,737,845,83,97,8,5,0,3,6,4,7,9,1,2
499,903,539,921,279,538,880,164,707,572,2,8,4,9,1,3,7,0,6,5
837,185,372,17,572,424,240,895,304,239,8,1,5,0,7,6,3,9,4,2
280,904,32,1,131,919,12,168,913,201,6,7,2,0,3,9,1,4,8,5
929,695,267,415,612,803,498,582,521,911,9,6,0,1,5,7,2,4,3,8
434,717,463,936,654,912,347,694,495,444,1,7,3,9,5,8,0,6,4,2
962,20,919,963,384,414,68,815,756,599,8,0,7,9,2,3,1,6,5,4
936,766,514,64,852,530,335,114,527,696,9,7,3,0,8,5,2,1,4,6
212,411,292,839,257,6,605,779,914,315,1,5,3,8,2,0,6,7,9,4
566,778,126,674,923,50,898,889,84,916,3,5,2,4,9,0,7,6,1,8
589,325,615,367,759,257,925,174,639,487,5,2,6,3,8,1,9,0,7,4
195,648,662,143,287,719,592,776,241,142,2,6,7,1,4,8,5,9,3,0
81,626,704,547,605,75,765,968,688,512,1,5,7,3,4,0,8,9,6,2
329,870,133,398,633,33,348,83,67,74,5,9,4,7,8,0,6,3,1,2
519,1,749,684,260,303,854,127,703,175,5,0,8,6,3,4,9,1,7,2
171,961,50,81,886,560,871,553,726,136,3,9,0,1,8,5,7,4,6,2
208,159,90,893,75,65,480,561,893,723,4,3,2,8,1,0,5,6,9,7
325,459,436,771,311,234,453,32,311,700,4,7,5,9,2,1,6,0,3,8
290,985,439,677,958,118,408,339,400,422,1,9,6,7,8,0,4,2,3,5
929,124,396,965,68,317,231,757,623,549,8,1,4,9,0,3,2,7,6,5
390,894,643,263,762,527,789,965,330,112,3,8,5,1,6,4,7,9,2,0
93,347,788,324,257,721,780,564,982,451,0,3,8,2,1,6,7,5,9,4
242,689,350,814,786,950,23,507,668,133,2,6,3,8,7,9,0,4,5,1
50,812,28,832,927,450,894,949,994,494,1,4,0,5,7,2,6,8,9,3
868,909,350,219,542,920,127,12,446,639,7,8,3,2,5,9,1,0,4,6
249,561,991,223,632,35,284,242,296,419,3,7,9,1,8,0,4,2,5,6
695,506,959,39,633,33,378,592,689,596,8,3,9,1,6,0,2,4,7,5
247,797,350,450,90,745,96,7,76,264,4,9,6,7,2,8,3,0,1,5
755,499,13,513,425,849,109,371,224,429,8,6,0,7,4,9,1,3,2,5
373,336,241,292,496,867,586,983,298,230,5,4,1,2,6,8,7,9,3,0
118,933,359,234,396,809,379,814,996,387,0,8,2,1,5,6,3,7,9,4
59,497,911,973,18,857,52,717,332,37,3,5,8,9,0,7,2,6,4,1
191,422,356,617,941,125,851,379,576,420,1,5,2,7,9,0,8,3,6,4
763,840,494,710,819,540,117,810,87,532,6,9,2,5,8,4,1,7,0,3
407,89,942,91,771,287,805,47,649,109,5,1,9,2,7,4,8,0,6,3
425,858,198,675,251,346,856,558,797,10,4,9,1,6,2,3,8,5,7,0
325,479,636,363,845,561,469,500,486,219,1,4,8,2,9,7,3,6,5,0
695,786,303,644,779,189,142,528,998,672,6,8,2,4,7,1,0,3,9,5
953,374,139,816,74,699,18,622,898,992,8,3,2,6,1,5,0,4,7,9
259,85,524,232,608,405,963,387,15,526,3,1,6,2,8,5,9,4,0,7
74,478,69,598,341,707,962,318,680,201,1,5,0,6,4,8,9,3,7,2
191,60,480,611,372,601,57,802,996,274,2,1,5,7,4,6,0,8,9,3
832,421,613,533,188,517,344,298,556,826,9,3,7,5,0,4,2,1,6,8
612,738,81,946,965,633,890,988,148,359,3,5,0,7,8,4,6,9,1,2
492,539,768,588,673,759,492,547,101,305,2,4,9,6,7,8,3,5,0,1
867,885,494,182,401,122,456,591,8,179,8,9,6,3,4,1,5,7,0,2
869,808,397,429,83,419,371,704,422,859,9,7,2,5,0,3,1,6,4,8
919,120,515,860,445,511,171,673,285,165,9,0,6,8,4,5,2,7,3,1
371,750,858,974,787,21,759,953,183,319,3,4,7,9,6,0,5,8,1,2
709,134,897,0,444,325,515,728,316,35,7,2,9,0,5,4,6,8,3,1
335,506,459,817,225,906,328,12,411,689,3,6,5,8,1,9,2,0,4,7
144,706,230,853,814,878,769,359,999,954,0,3,1,6,5,7,4,2,9,8
603,175,14,599,830,652,865,609,595,655,4,1,0,3,8,6,9,5,2,7
215,861,152,260,905,836,241,228,498,150,2,8,1,5,9,7,4,3,6,0
873,796,967,976,866,994,96,596,735,147,6,4,7,8,5,9,0,2,3,1
456,372,672,288,177,996,835,118,609,944,4,3,6,2,1,9,7,0,5,8
134,525,526,400,832,703,572,348,841,771,0,3,4,2,8,6,5,1,9,7
801,490,384,542,597,80,864,145,685,189,8,4,3,5,6,0,9,1,7,2
245,225,688,185,244,964,593,365,431,432,3,1,8,0,2,9,7,4,5,6
57,785,289,583,535,874,756,30,53,75,2,8,4,6,5,9,7,0,1,3
951,990,119,125,179,10,233,522,807,858,8,9,1,2,3,0,4,5,6,7
166,968,879,151,6,324,403,321,910,627,2,9,7,1,0,4,5,3,8,6
957,827,301,110,391,847,476,542,317,795,9,7,1,0,3,8,4,5,2,6
883,565,914,68,216,455,361,683,345,40,8,6,9,1,2,5,4,7,3,0
198,905,608,383,109,146,47,467,592,545,3,9,8,4,1,2,0,5,7,6
435,178,85,630,75,62,200,90,505,170,7,5,2,9,1,0,6,3,8,4
538,468,698,434,295,443,657,991,151,171,6,5,8,3,2,4,7,9,0,1
803,912,611,4,740,159,222,632,238,870,7,9,4,0,6,1,2,5,3,8
903,973,543,297,793,995,955,461,563,937,5,8,2,0,4,9,7,1,3,6
30,55,866,772,618,10,729,274,551,909,1,2,8,7,5,0,6,3,4,9
392,203,688,494,679,55,548,383,115,575,4,2,9,5,8,0,6,3,1,7
922,516,659,997,869,853,509,522,471,64,8,3,5,9,7,6,2,4,1,0
891,578,573,582,167,336,758,940,654,588,8,3,2,4,0,1,7,9,6,5
548,221,364,529,819,75,853,625,238,170,6,2,4,5,8,0,9,7,3,1
190,383,890,508,376,882,128,83,280,603,2,5,9,6,4,8,1,0,3,7
217,73,701,117,476,650,188,939,396,896,3,0,7,1,5,6,2,9,4,8
995,317,505,933,586,627,435,304,698,865,9,1,3,8,4,5,2,0,6,7
598,395,3,840,860,599,273,877,426,347,5,3,0,7,8,6,1,9,4,2
611,789,377,47,948,387,431,985,685,112,5,7,2,0,8,3,4,9,6,1
476,194,43,41,968,50,734,233,633,930,5,3,1,0,9,2,7,4,6,8
592,686,887,735,869,736,700,939,954,221,1,2,7,4,6,5,3,8,9,0
694,786,746,480,931,716,527,817,105,314,4,7,6,2,9,5,3,8,0,1
871,487,459,142,54,501,528,531,763,80,9,4,3,2,0,5,6,7,8,1
263,30,686,551,798,346,987,753,416,742,1,0,5,4,8,2,9,7,3,6
365,958,670,500,170,32,860,388,813,467,2,9,6,5,1,0,8,3,7,4
493,115,763,96,142,528,554,331,396,142,6,1,9,0,2,7,8,4,5,3
537,618,960,173,370,178,198,690,154,809,5,6,9,1,4,2,3,7,0,8
951,557,717,565,419,804,231,21,906,538,9,4,6,5,2,7,1,0,8,3
469,630,325,266,699,808,616,359,23,789,4,6,2,1,7,9,5,3,0,8
761,845,190,581,423,232,730,477,50,690,8,9,1,5,3,2,7,4,0,6
705,658,264,179,555,260,982,285,158,456,8,7,3,1,6,2,9,4,0,5
994,139,966,528,347,930,198,587,101,327,9,1,8,5,4,7,2,6,0,3
261,908,300,83,391,688,109,208,943,936,3,7,4,0,5,6,1,2,9,8
95,907,440,29,834,132,658,264,778,309,1,9,5,0,8,2,6,3,7,4
493,56,907,898,451,779,447,561,272,580,4,0,9,8,3,7,2,5,1,6
245,957,24,471,70,206,974,87,348,221,5,8,0,7,1,3,9,2,6,4
728,687,677,195,290,42,583,13,737,692,8,6,5,2,3,1,4,0,9,7
190,148,620,375,67,452,90,67,440,788,4,3,8,5,0,7,2,1,6,9
980,560,468,104,219,290,696,65,623,911,9,5,4,1,2,3,7,0,6,8
552,879,148,6,662,647,211,133,435,549,6,9,2,0,8,7,3,1,4,5
822,110,448,274,361,595,684,733,863,228,8,0,4,2,3,5,6,7,9,1
298,477,955,928,84,978,963,110,670,35,3,4,7,6,1,9,8,2,5,0
139,531,573,955,92,90,877,275,777,967,2,4,5,8,1,0,7,3,6,9
673,722,542,960,160,863,86,45,525,525,6,7,5,9,2,8,1,0,3,4
544,745,216,532,499,101,865,154,919,554,5,7,2,4,3,0,8,1,9,6
411,41,120,752,572,460,576,730,255,93,4,0,2,9,6,5,7,8,3,1
418,39,228,267,359,336,540,628,205,192,7,0,3,4,6,5,8,9,2,1
781,376,373,575,34,627,99,624,417,990,8,3,2,5,0,7,1,6,4,9
252,468,224,607,133,481,906,21,773,712,3,4,2,6,1,5,9,0,8,7
600,255,580,776,488,896,183,324,98,434,7,2,6,8,5,9,1,3,0,4
670,382,160,38,412,711,442,589,858,466,7,2,1,0,3,8,4,6,9,5
452,278,925,516,328,999,219,162,59,623,5,3,8,6,4,9,2,1,0,7
559,268,868,676,3,684,711,488,748,41,4,2,9,5,0,6,7,3,8,1
638,83,769,284,55,544,98,949,790,829,5,1,6,3,0,4,2,9,7,8
572,438,662,448,710,731,233,329,641,811,4,2,6,3,7,8,0,1,5,9
453,16,894,403,673,164,418,422,67,815,6,0,9,3,7,2,4,5,1,8
139,416,584,427,553,818,86,488,126,9,3,4,8,5,7,9,1,6,2,0
662,948,256,993,497,738,674,300,97,325,5,8,1,9,4,7,6,2,0,3
729,794,589,224,32,54,907,586,595,253,7,8,5,2,0,1,9,4,6,3
458,228,425,284,117,34,815,165,279,425,8,3,6,5,1,0,9,2,4,7
504,64,357,731,178,258,224,518,636,726,5,0,4,9,1,3,2,6,7,8
881,500,124,781,832,566,574,176,278,447,9,4,0,7,8,5,6,1,2,3
320,437,99,484,37,250,921,99,634,364,4,6,1,7,0,3,9,2,8,5
142,368,452,813,465,117,243,355,441,607,1,4,6,9,7,0,2,3,5,8
186,90,203,27,350,816,454,966,535,378,2,1,3,0,4,8,6,9,7,5
591,791,433,682,912,333,195,451,24,927,5,7,3,6,8,2,1,4,0,9
390,817,127,347,412,374,187,956,655,864,4,7,0,2,5,3,1,9,6,8
352,894,571,18,308,217,43,249,651,898,5,8,6,0,4,2,1,3,7,9
754,382,222,634,717,586,976,16,981,415,7,2,1,5,6,4,8,0,9,3
52,183,113,319,395,439,155,557,112,766,0,4,2,5,6,7,3,8,1,9
331,592,380,689,876,133,303,887,210,650,3,5,4,7,8,0,2,9,1,6
242,516,267,737,618,365,101,58,463,690,2,6,3,9,7,4,1,0,5,8
865,266,497,629,762,852,326,948,861,953,7,0,2,3,4,5,1,8,6,9
812,313,52,916,105,83,772,82,726,989,7,4,0,8,3,2,6,1,5,9
907,449,83,56,368,452,916,330,486,597,8,4,1,0,3,5,9,2,6,7
19,176,4,823,471,245,939,68,908,296,1,3,0,7,6,4,9,2,8,5
720,684,449,708,381,316,322,462,202,698,9,6,4,8,3,1,2,5,0,7
401,265,911,764,26,353,480,556,861,414,3,1,9,7,0,2,5,6,8,4
3,140,51,978,158,963,538,184,371,70,0,3,1,9,4,8,7,5,6,2
271,108,378,876,918,289,202,379,802,284,2,0,5,8,9,4,1,6,7,3
320,130,131,81,199,637,144,463,473,394,5,1,2,0,4,9,3,7,8,6
900,526,700,79,403,780,672,596,803,717,9,2,5,0,1,7,4,3,8,6
682,38,383,882,812,297,578,325,124,286,7,0,5,9,8,3,6,4,1,2
99,589,540,469,706,86,339,908,816,311,1,6,5,4,7,0,3,9,8,2
691,736,373,977,899,477,808,618,594,97,5,6,1,9,8,2,7,4,3,0
719,979,115,459,383,973,654,38,689,995,6,8,1,3,2,7,4,0,5,9
13,522,512,349,327,430,830,226,370,551,0,7,6,3,2,5,9,1,4,8
848,586,545,464,522,468,405,90,849,315,8,7,6,3,5,4,2,0,9,1
706,750,886,686,67,822,212,546,471,518,6,7,9,5,0,8,1,4,2,3
216,423,739,804,96,800,536,160,247,503,2,4,7,9,0,8,6,1,3,5
330,350,261,906,706,244,828,638,349,652,2,4,1,9,7,0,8,5,3,6
6,846,991,577,103,133,708,917,730,74,0,7,9,4,2,3,5,8,6,1
149,209,473,287,269,772,439,747,489,544,0,1,5,3,2,9,4,8,6,7
535,882,935,693,928,373,502,786,954,553,2,6,8,4,7,0,1,5,9,3
319,385,560,263,678,821,654,50,440,227,3,4,6,2,8,9,7,0,5,1
768,972,768,630,316,476,263,303,180,27,7,9,8,6,4,5,2,3,1,0
983,240,878,312,899,290,601,350,343,262,9,0,7,3,8,2,6,5,4,1
480,393,357,341,999,843,85,62,117,866,6,5,4,3,9,7,1,0,2,8
770,839,186,133,803,764,68,415,897,956,5,7,2,1,6,4,0,3,8,9
604,154,402,141,783,129,103,712,854,145,6,4,5,2,8,1,0,7,9,3
281,163,295,565,99,273,977,481,564,943,3,1,4,7,0,2,9,5,6,8
22,182,67,49,126,226,103,742,109,615,0,6,2,1,5,7,3,9,4,8
845,902,146,917,532,846,268,510,136,72,6,8,2,9,5,7,3,4,1,0
656,493,892,12,124,562,796,922,744,264,5,3,8,0,1,4,7,9,6,2
309,910,680,758,110,911,461,857,89,523,2,8,5,6,1,9,3,7,0,4
247,189,739,307,655,785,653,665,227,845,2,0,7,3,5,8,4,6,1,9
51,564,511,174,589,549,702,187,564,330,0,6,4,1,8,5,9,2,7,3
358,279,417,851,614,534,917,521,433,959,1,0,2,7,6,5,8,4,3,9
697,494,314,672,795,152,910,408,526,576,7,3,1,6,8,0,9,2,4,5
937,876,417,921,231,941,869,8,878,615,8,5,2,7,1,9,4,0,6,3
377,295,440,221,420,563,712,223,948,843,3,2,5,0,4,6,7,1,9,8
458,440,896,778,322,320,58,233,51,635,6,5,9,8,4,3,1,2,0,7
139,553,678,658,628,698,48,829,687,727,1,2,5,4,3,7,0,9,6,8
259,498,588,616,305,686,161,324,912,883,1,4,5,6,2,7,0,3,9,8
826,568,191,990,105,30,70,476,460,74,8,7,4,9,3,0,1,6,5,2
564,76,432,151,427,538,680,723,462,144,7,0,4,2,3,6,8,9,5,1
509,904,900,827,922,434,819,852,353,216,3,8,7,5,9,2,4,6,1,0
964,269,919,310,555,311,480,826,846,847,9,0,8,1,4,2,3,5,6,7
465,975,229,538,851,888,99,854,864,700,2,9,1,3,5,8,0,6,7,4
913,844,724,643,862,601,535,984,688,389,8,6,5,3,7,2,1,9,4,0
890,973,407,901,136,299,516,278,500,436,7,9,3,8,0,2,6,1,5,4
177,144,407,887,462,603,921,570,115,941,2,1,3,7,4,6,8,5,0,9
955,403,324,411,231,741,93,752,323,260,9,5,4,6,1,7,0,8,3,2
843,450,770,508,32,88,301,293,993,828,8,4,6,5,0,1,3,2,9,7
803,718,244,393,629,844,516,277,87,305,8,7,1,4,6,9,5,2,0,3
541,656,179,349,769,682,272,738,246,925,4,5,0,3,8,6,2,7,1,9
952,339,93,267,487,972,514,240,731,681,8,3,0,2,4,9,5,1,7,6
683,353,861,352,75,750,675,295,494,784,6,3,9,2,0,7,5,1,4,8
479,651,449,435,74,661,684,825,346,966,4,5,3,2,0,6,7,8,1,9
653,8,113,876,573,14,847,935,900,736,4,0,2,7,3,1,6,9,8,5
40,902,545,934,187,544,125,483,775,767,0,8,5,9,2,4,1,3,7,6
450,868,139,892,254,939,542,418,592,279,4,7,0,8,1,9,5,3,6,2
394,447,552,670,944,31,807,900,733,874,1,2,3,4,9,0,6,8,5,7
123,727,250,476,400,756,529,561,195,292,0,8,2,5,4,9,6,7,1,3
294,379,718,643,25,555,865,791,120,126,3,4,7,6,0,5,9,8,1,2
396,575,927,467,809,994,574,439,179,405,1,6,8,4,7,9,5,3,0,2
856,600,178,113,683,718,41,304,233,408,9,6,2,1,7,8,0,4,3,5
817,234,716,290,10,908,68,695,647,387,8,2,7,3,0,9,1,6,5,4
22,646,579,218,370,8,232,598,699,869,1,7,5,2,4,0,3,6,8,9
351,421,251,248,86,262,40,317,817,169,7,8,4,3,1,5,0,6,9,2
744,809,364,691,467,168,730,183,101,568,8,9,3,6,4,1,7,2,0,5
729,341,194,377,790,479,964,753,92,861,5,2,1,3,7,4,9,6,0,8
932,85,877,565,389,541,585,269,953,685,8,0,7,4,2,3,5,1,9,6
572,198,829,474,885,725,780,111,715,372,4,1,8,3,9,6,7,0,5,2
282,795,712,480,807,426,700,25,314,590,1,8,7,4,9,3,6,0,2,5
867,43,445,224,455,643,906,323,335,831,8,0,4,1,5,6,9,2,3,7
175,818,249,5,744,411,466,124,32,833,3,8,4,0,7,5,6,2,1,9
818,310,934,469,989,553,745,797,115,899,6,1,8,2,9,3,4,5,0,7
98,652,642,724,457,568,18,522,84,559,2,8,7,9,3,6,0,4,1,5
473,617,582,423,516,145,343,157,927,587,4,8,6,3,5,0,2,1,9,7
574,485,248,826,238,728,74,235,935,121,6,5,4,8,3,7,0,2,9,1
341,44,565,483,472,316,913,923,348,571,2,0,6,5,4,1,8,9,3,7
247,315,273,350,306,180,599,89,107,655,3,6,4,7,5,2,8,0,1,9
25,302,39,591,794,237,156,938,192,932,0,5,1,6,7,4,2,9,3,8
426,547,428,740,873,915,368,149,287,598,3,5,4,7,8,9,2,0,1,6
674,577,810,760,575,696,156,662,704,666,5,2,9,8,1,6,0,3,7,4
91,739,412,21,490,162,216,630,650,401,1,9,5,0,6,2,3,7,8,4
693,568,553,180,739,404,507,428,778,137,7,6,5,1,8,2,4,3,9,0
963,96,457,840,433,657,828,915,507,6,9,1,3,7,2,5,6,8,4,0
649,970,466,904,920,12,641,520,792,349,5,9,2,7,8,0,4,3,6,1
305,727,972,104,68,763,708,255,658,919,3,6,9,1,0,7,5,2,4,8
578,388,658,875,193,770,378,932,899,766,3,2,4,7,0,6,1,9,8,5
774,206,750,153,391,748,412,453,291,854,8,1,7,0,3,6,4,5,2,9
377,419,390,481,387,812,340,135,592,959,2,5,4,6,3,8,1,0,7,9
538,223,758,269,835,613,520,562,347,881,4,0,7,1,8,6,3,5,2,9
734,994,692,232,458,710,983,330,31,662,7,9,5,1,3,6,8,2,0,4
628,131,849,916,287,663,273,867,874,257,4,0,6,9,3,5,2,7,8,1
208,88,494,620,847,907,142,388,596,134,3,0,5,7,8,9,2,4,6,1
741,852,269,720,976,236,632,459,149,173,7,8,3,6,9,2,5,4,0,1
28,280,889,719,902,470,557,836,164,579,0,2,8,6,9,3,4,7,1,5
2,327,34,853,46,579,819,955,157,810,0,4,1,8,2,5,7,9,3,6
14,899,462,448,236,268,582,273,321,949,0,8,6,5,1,2,7,3,4,9
965,116,336,159,114,826,61,976,517,463,8,2,4,3,1,7,0,9,6,5
642,430,293,971,630,607,607,61,532,221,8,3,2,9,7,5,6,0,4,1
196,319,608,743,178,878,638,897,769,879,1,2,3,5,0,7,4,9,6,8
546,561,710,197,0,952,418,711,377,77,5,6,7,2,0,9,4,8,3,1
96,712,211,15,123,366,440,946,868,524,1,7,3,0,2,4,5,9,8,6
693,776,96,94,312,618,803,80,768,934,5,7,2,1,3,4,8,0,6,9
599,169,495,862,567,70,738,973,344,974,5,1,3,7,4,0,6,8,2,9
662,889,798,772,269,288,528,665,162,616,5,9,8,7,1,2,3,6,0,4
28,416,396,445,909,139,899,220,362,616,0,5,4,6,9,1,8,2,3,7
630,696,3,495,270,276,446,519,104,168,8,9,0,6,3,4,5,7,1,2
106,545,438,435,583,423,671,987,337,200,0,6,5,4,7,3,8,9,2,1
882,978,99,194,847,821,545,504,541,809,8,9,0,1,7,6,4,2,3,5
116,854,75,543,946,60,642,613,344,416,2,8,1,5,9,0,7,6,3,4
880,287,474,532,576,732,218,647,613,807,9,1,2,3,4,7,0,6,5,8
972,335,799,877,786,122,99,703,738,906,9,2,6,7,5,1,0,3,4,8
969,552,283,486,707,915,86,433,775,621,9,4,1,3,6,8,0,2,7,5
362,504,548,999,430,37,815,454,274,889,2,5,6,9,3,0,7,4,1,8
215,854,290,58,945,667,519,319,83,392,2,8,3,0,9,7,6,4,1,5
32,707,181,900,466,620,242,731,736,501,0,6,1,9,3,5,2,7,8,4
664,100,456,715,885,172,773,943,906,544,4,0,2,5,7,1,6,9,8,3
685,665,599,920,58,213,324,810,537,349,7,6,5,9,0,1,2,8,4,3
670,774,747,624,236,859,981,574,182,374,5,7,6,4,1,8,9,3,0,2
717,830,258,871,877,444,271,475,604,903,5,6,0,7,8,2,1,3,4,9
521,398,145,200,704,63,241,773,804,729,5,4,1,2,6,0,3,8,9,7
456,849,5,369,820,491,117,664,876,513,3,8,0,2,7,4,1,6,9,5
233,939,672,584,978,816,171,902,914,258,1,8,4,3,9,5,0,6,7,2
249,873,704,866,695,889,459,951,801,573,0,7,4,6,3,8,1,9,5,2
181,817,26,294,294,434,148,598,621,755,2,9,0,3,4,5,1,6,7,8
234,480,693,411,907,418,123,82,990,769,2,5,6,3,8,4,1,0,9,7
973,84,873,949,442,693,422,146,793,656,9,0,7,8,3,5,2,1,6,4
160,719,903,85,16,786,539,2,755,441,3,6,9,2,1,8,5,0,7,4
444,75,400,834,977,312,817,724,342,146,5,0,4,8,9,2,7,6,3,1
709,506,615,540,538,607,101,19,617,661,9,2,6,4,3,5,1,0,7,8
328,364,171,304,560,420,323,742,832,640,3,4,0,1,6,5,2,8,9,7
235,498,136,249,619,32,428,365,721,175,3,7,1,4,8,0,6,5,9,2
871,429,911,701,536,209,873,986,925,65,5,2,7,4,3,1,6,9,8,0
394,811,330,380,606,736,883,630,30,939,3,7,1,2,4,6,8,5,0,9
60,98,712,178,321,938,623,43,728,378,1,2,7,3,4,9,6,0,8,5
168,448,905,569,107,276,431,238,568,516,1,5,9,8,0,3,4,2,7,6
174,142,775,163,718,975,934,936,856,165,3,0,5,1,4,9,7,8,6,2
324,978,103,985,391,658,524,825,306,85,3,8,1,9,4,6,5,7,2,0
921,784,802,367,73,509,487,878,985,753,8,5,6,1,0,3,2,7,9,4
581,278,530,595,146,702,972,303,717,818,4,1,3,5,0,6,9,2,7,8
417,629,712,758,63,658,509,679,954,965,1,3,6,7,0,4,2,5,8,9
929,824,472,20,933,930,104,246,40,147,7,6,5,0,9,8,2,4,1,3
59,648,165,236,0,841,527,778,740,537,1,6,2,3,0,9,4,8,7,5
196,385,466,698,195,989,753,111,499,41,3,4,5,7,2,9,8,1,6,0
171,138,628,78,179,657,217,774,893,23,3,2,6,1,4,7,5,8,9,0
530,433,48,460,43,973,767,798,428,842,5,3,1,4,0,9,6,7,2,8
117,991,827,211,430,344,926,906,789,781,0,9,6,1,3,2,8,7,5,4
681,984,648,189,53,604,679,884,580,920,6,9,4,1,0,3,5,7,2,8
505,147,532,233,326,442,180,310,459,666,7,0,8,2,4,5,1,3,6,9
218,907,628,848,371,499,923,970,471,801,0,7,4,6,1,3,8,9,2,5
134,936,588,660,894,281,187,231,968,700,0,8,4,5,7,3,1,2,9,6
46,117,487,814,343,740,515,613,561,944,0,1,3,8,2,7,4,6,5,9
153,265,110,927,296,88,36,980,704,581,3,4,2,8,5,1,0,9,7,6
154,20,506,462,541,328,941,796,505,342,1,0,6,4,7,2,9,8,5,3
72,907,502,639,906,957,192,766,357,32,1,8,4,5,7,9,2,6,3,0
188,734,28,622,860,431,797,963,590,855,1,5,0,4,8,2,6,9,3,7
998,860,472,110,135,228,137,180,533,451,9,8,6,0,1,4,2,3,7,5
905,117,957,789,136,389,288,453,986,599,7,0,8,6,1,3,2,4,9,5
369,538,845,745,753,862,419,626,531,705,0,3,8,6,7,9,1,4,2,5
552,209,915,546,173,494,750,158,397,702,6,2,9,5,1,4,8,0,3,7
826,149,910,485,355,215,407,194,716,808,8,0,9,5,3,2,4,1,6,7
462,824,885,352,298,402,241,575,510,297,5,8,9,3,2,4,0,7,6,1
712,708,921,825,546,276,853,480,617,924,5,4,8,6,2,0,7,1,3,9
535,542,204,343,928,412,943,972,228,94,5,6,1,3,7,4,8,9,2,0
567,711,689,288,86,644,172,161,872,522,5,8,7,3,0,6,2,1,9,4
166,697,128,390,68,160,160,717,160,706,5,7,1,6,0,2,3,9,4,8
912,450,820,986,926,932,92,210,335,921,5,3,4,9,7,8,0,1,2,6
603,223,520,533,875,112,575,855,176,84,7,3,4,5,9,1,6,8,2,0
152,485,319,0,714,491,58,869,584,526,2,4,3,0,8,5,1,9,7,6
453,236,226,818,441,128,804,470,154,770,5,3,2,9,4,0,8,6,1,7
860,621,381,144,975,761,970,879,783,761,6,2,1,0,9,3,8,7,5,4
503,23,509,405,483,598,624,887,979,542,3,0,4,1,2,6,7,8,9,5
339,515,632,944,364,737,753,660,164,909,1,3,4,9,2,6,7,5,0,8
70,947,599,996,370,897,956,90,962,786,0,6,3,9,2,5,7,1,8,4
229,373,239,487,2,62,117,59,274,827,4,7,5,8,0,2,3,1,6,9
27,810,673,78,290,327,754,597,346,89,0,9,7,1,3,4,8,6,5,2
381,511,512,568,211,718,203,889,868,119,3,4,5,6,2,7,1,9,8,0
382,87,816,803,63,904,777,49,516,303,4,2,8,7,1,9,6,0,5,3
748,397,622,175,705,787,232,874,396,898,6,3,4,0,5,7,1,8,2,9
623,715,180,18,350,907,104,278,771,581,6,7,2,0,4,9,1,3,8,5
140,569,664,775,494,710,498,396,719,697,0,4,5,9,2,7,3,1,8,6
331,489,68,652,53,245,377,843,137,804,4,6,1,7,0,3,5,9,2,8
156,810,37,887,79,447,898,40,287,188,3,7,0,8,2,6,9,1,5,4
746,185,477,845,715,529,587,378,886,143,7,1,3,8,6,4,5,2,9,0
800,329,873,881,171,690,49,398,169,861,6,3,8,9,2,5,0,4,1,7
7,984,359,701,917,336,582,722,389,522,0,9,2,6,8,1,5,7,3,4
749,516,552,109,620,567,451,548,217,61,9,4,6,1,8,7,3,5,2,0
396,74,35,22,805,481,950,716,470,990,3,2,1,0,7,5,8,6,4,9
963,887,574,654,573,615,451,417,340,227,9,8,5,7,4,6,3,2,1,0
243,864,923,559,320,436,382,69,45,396,2,8,9,7,3,6,4,1,0,5
132,319,770,38,900,699,903,21,729,783,2,3,6,1,8,4,9,0,5,7
877,248,559,237,586,663,551,974,596,878,7,1,3,0,4,6,2,9,5,8
615,532,285,201,785,879,362,400,941,500,6,5,1,0,7,8,2,3,9,4
951,477,423,546,91,27,874,276,438,418,9,6,4,7,1,0,8,2,5,3
31,676,897,90,908,394,490,422,486,79,0,7,8,2,9,3,6,4,5,1
140,204,208,258,451,2,434,52,162,413,2,4,5,6,9,0,8,1,3,7
562,845,262,931,519,204,498,317,845,758,5,7,1,9,4,0,3,2,8,6
781,207,145,664,863,875,535,118,422,687,7,2,1,5,8,9,4,0,3,6
778,593,578,322,911,348,532,484,97,770,8,6,5,1,9,2,4,3,0,7
904,883,588,148,326,578,418,449,985,932,7,6,5,0,1,4,2,3,9,8
138,608,627,231,282,926,767,874,853,969,0,3,4,1,2,8,5,7,6,9
990,499,444,366,274,676,58,460,323,81,9,7,5,4,2,8,0,6,3,1
587,397,80,745,795,293,160,693,882,951,4,3,0,6,7,2,1,5,8,9
962,788,105,682,118,669,457,199,278,370,9,8,0,7,1,6,5,2,3,4
980,235,460,486,72,562,486,816,112,541,9,2,3,4,0,7,5,8,1,6
